id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,sH,sV,gyro,plx,plz,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
84,,5,0,0,0,0,0,0,0,1,0,255,10,255,31,2068.668,"HANA_ARASHI",R,14,90,126,0.991,-0.12,0.479,2.092,-0.097,1.998,-36.544,34.389,92,8,0,2,347.471,359.533,-21.714,0,0,0,7,R,"ByeolBam",175.4,90,0.5,3,38,W,Y,1,2069.576,157,164,94,60,22,145,97,-27.752,8.234,0.152,0.743,-20.377,-0.23,0,0.234,-594.654,79.099,11.377,2066.809,-0.034,-21.658,2074.822,,-0.029,1.595,-60.026,1,0,,2075.133,,,,,,,2074.913,,,,,,,,,,,,,,,,,,,,,,,2078.716,5,,,,,0.104,-37.386,0.045,-17.111,-20.23,-45.048,-16.143,-63.21,18.857,-48.224,5.597,-63.079,40.922,-90.67,0,-109.86,-40.815,-90.564,0.26,-36.82,,"mungjungh",0.045,-17.127,,"うよすま",-20.041,-44.934,,"하루（Haru）",-16.144,-63.203,,"Pugeuk",18.901,-48.436,,"즉석카레",8.623,-64.278,64,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,2084.144,-6.947,-33.844,,,,,,,,,,,,,2077.313,0.007,-59.984,,,,,,,,,,,,,,,,,,,,,,,,,2082.269,-0.493,-57.387,,,,,,,,,,"",2,0,"Mini_ByeolBam",,2074.913,,33,""
85,,5,0,0,0,0,0,0,1,0,1,17,255,10,32,2097.668,"HANA_ARASHI",R,10,90,128,0.879,-1.583,0.579,1.847,0.366,1.133,-36.544,36.531,44,56,0,2,0,400,-11.261,0,0,1,5,R,"CoalCat",174.6,83,0.397,3,38,W,Y,1,2098.627,255,155,19,16,6,64,64,107.87,-60.365,0.176,0.506,-20.964,0.14,0,0.499,-123.592,577.482,106.016,,,,,,,,,0,0,,,,,,,,,,,,2112.794,,2101.768,,,,,,,,,,,,,,,,,,,,,,,,0.061,-37.439,0.172,-16.838,-18.037,-40.292,-15.827,-62.566,19.629,-45.717,8.718,-64.289,40.908,-90.657,0,-109.85,-40.808,-90.557,0.146,-36.913,,"mungjungh",0.173,-16.862,,"うよすま",-17.51,-41.236,,"하루（Haru）",-15.828,-62.57,,"Pugeuk",19.316,-46.066,,"즉석카레",8.954,-62.634,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,2100.533,,0,""
86,,5,0,0,0,0,1,0,1,0,1,17,255,10,33,2113.369,"HANA_ARASHI",R,32,77,128,2.289,1.099,0.63,2.11,0.603,2.061,-36.544,45.309,76,24,0,2,250,-150,21.484,0,0,1,5,R,"CoalCat",174.6,83,0.397,3,38,W,Y,1,2114.375,190,89,74,64,33,143,85,55.299,-45.952,0.427,1.252,-19.897,-0.77,0,0.413,-543.195,-227.556,114.707,2116.315,43.847,-60.893,,,,,,0,0,,,,,,,,,,,,2139.015,,2141.228,,,,,,,,,,,,,,,,,,,,,,,,0.155,-37.553,0.12,-16.902,-18.058,-40.2,-16.432,-62.417,19.858,-44.927,8.754,-62.607,40.907,-90.657,0,-109.85,-40.808,-90.557,0.52,-36.826,,"mungjungh",0.118,-16.924,,"うよすま",-17.938,-40.16,,"하루（Haru）",-16.439,-62.416,,"Pugeuk",18.006,-46.709,,"즉석카레",8.918,-62.315,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,2124.826,-1.028,-58.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,2119.979,,4,""
87,,5,0,0,0,0,2,0,1,0,1,17,255,10,34,2141.995,"HANA_ARASHI",R,13,80,117,-1.557,-0.672,0.593,2.087,-0.034,1.607,-36.544,46.895,82,18,0,2,-388.62,314.602,5.627,0,0,1,5,R,"CoalCat",174.6,83,0.397,3,38,W,Y,1,2143.013,233,138,75,59,42,143,101,24.492,23.261,-0.33,0.989,-21.66,0.91,0,0.484,4.131,-38.051,598.778,2144.169,-33.07,-95.612,2148.956,,-0.62,1.613,-60.176,0,0,,,,,,,,,,,2152.892,2167.208,,2147.574,2147.4,1,,456,0,,,,,,,,,,,,,,,,,,,0.027,-37.361,-0.546,-17.039,-18.211,-40.649,-15.575,-63.192,19.903,-45.699,9.295,-62.059,40.907,-90.657,0,-109.85,-40.808,-90.557,-0.083,-36.891,,"mungjungh",-0.58,-17.069,120,"うよすま",-18.499,-41.726,,"하루（Haru）",-15.266,-62.982,,"Pugeuk",17.709,-47.182,,"즉석카레",9.282,-61.707,103,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,2158.031,-4.893,-34.566,2154.091,0.265,-20.513,,,,,,,,,,2151.54,-0.575,-60.159,,,,,,,,,,,,,2157.318,-0.67,-21.258,,,,,,,,,,2152.409,-0.401,-55.227,,,,,,,,,,"",1,0,"Mini_ByeolBam",,2145.509,2152.892,49,""
88,,5,0,0,1,0,0,1,1,0,0,17,255,255,35,2171.249,"HANA_ARASHI",R,26,90,140,-1.141,-0.213,0.422,1.832,-0.365,1.337,-36.544,30.035,48,52,0,2,-107.77,-150,-13.193,0,0,2,1,L,"Pring__",190,92.741,0.481,3,38,W,Y,1,2172.236,248,131,119,105,59,145,95,61.939,-49.064,-0.213,0.937,-20.389,-0.6,0,0.334,350.462,-463.009,150.994,2175.302,53.041,-54.912,,,,,,0,0,,,,,,,,,,,,2184.725,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-37.44,0.073,-16.997,-18.686,-39.942,-8.939,-65.662,22.361,-48.815,9.849,-62.71,40.915,-90.664,0,-109.85,-40.815,-90.564,0.072,-36.809,,"mungjungh",-0.083,-17.413,,"うよすま",-18.639,-39.919,,"하루（Haru）",-8.932,-65.645,,"Pugeuk",22.058,-48.831,,"즉석카레",9.7,-62.615,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
89,,5,0,0,1,0,1,1,1,0,0,17,255,255,36,2187.332,"HANA_ARASHI",R,26,88,140,-1.703,0.947,0.348,2.082,-0.705,2.148,-36.544,36.178,100,0,0,2,-48.304,-150,-25.572,0,0,2,1,L,"Pring__",190,92.741,0.481,3,38,W,Y,1,2188.321,255,100,96,111,59,145,90,109.784,-36.278,-0.357,1.503,-19.92,-0.81,0,0.217,534.994,-118.036,244.642,,,,,,,,,0,0,,,,,,,,,,,,2191.944,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,-37.526,-0.029,-17.148,-18.995,-41.945,-12.388,-64.582,22.647,-50.302,9.641,-62.709,40.907,-90.657,0,-109.85,-40.807,-90.557,0.079,-36.893,,"mungjungh",-0.024,-17.228,,"うよすま",-18.393,-43.229,,"하루（Haru）",-11.931,-64.027,,"Pugeuk",22.077,-49.733,,"즉석카레",10.078,-62.56,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
90,,5,0,0,1,0,2,1,1,0,0,17,255,255,37,2201.284,"HANA_ARASHI",R,32,94,140,1.817,0.792,0.601,2.025,0.47,1.965,-36.544,37.687,68,32,0,4,225.007,-150,1.417,0.616,-16.908,2,1,L,"Pring__",190,92.741,0.481,,38,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2207.934,,,2203.834,2,,578,0,,,,,,,,,,,,,,,,,,,0.077,-37.26,-0.013,-17.284,-19.842,-40.889,-12.36,-63.372,22.615,-50.383,9.124,-62.139,40.907,-90.657,0,-109.85,-40.807,-90.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
91,,5,0,0,1,0,0,2,1,0,0,17,255,255,38,2226.513,"HANA_ARASHI",R,32,89,140,0.923,0.553,0.511,1.962,0.049,1.768,-36.544,31.922,92,8,0,2,250,-150,-5.707,0,0,3,4,R,"_Gosomi",175,86.368,0.474,3,38,W,Y,1,2227.548,182,30,99,52,37,145,121,26.487,37.439,0.01,1.078,-19.386,0.73,0,0.423,127.165,578.589,-95.202,2229.422,-73.007,-92.743,,,,,,0,0,,2233.006,,,,2232.062,,,,,,2254.278,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,-37.359,-0.001,-17.213,-20.158,-40.938,-13.953,-63.93,19.568,-49.096,8.471,-63.514,40.915,-90.664,0,-109.86,-40.815,-90.564,0.207,-36.746,,"mungjungh",-0.03,-17.409,,"うよすま",-18.781,-43.745,,"하루（Haru）",-13.808,-63.897,,"Pugeuk",19.376,-49.066,,"즉석카레",8.509,-63.406,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",2232.062,,,0,""
92,,5,0,0,1,0,1,2,1,0,0,17,255,255,39,2254.35,"HANA_ARASHI",R,10,90,128,0.317,-2.731,0.525,1.542,0.118,-0.005,-36.544,36.981,64,36,0,2,0,400,0.038,0.11,-22.254,3,4,R,"_Gosomi",175,86.368,0.474,3,52,W,Y,1,2255.399,232,90,26,36,29,92,95,-30,8.806,0.057,0.123,-20.061,0.23,0,0.505,198.679,-551.088,-129.724,2252.382,0.008,-20.378,2255.182,,-8.793,0.056,-60.005,0,8,,2261.041,,,,2260.291,,,,,,,,,2260.77,3,,147,4,,,,,,,,,,,,,,,,,,,0.057,-37.415,0.037,-17.628,-20.441,-41.001,-14.723,-63.98,18.602,-47.378,9.515,-62.22,40.915,-90.664,0,-109.85,-40.815,-90.564,0.109,-37.264,,"mungjungh",0.009,-17.771,,"うよすま",-19.4,-43.337,,"하루（Haru）",-14.722,-63.991,89,"Pugeuk",18.63,-47.281,,"즉석카레",9.521,-62.139,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,2260.169,-19.018,-41.015,2258.155,-8.495,-58.273,,,,,,,,,,,,,,,,,,,,,,,,,2259.281,-10.898,-53.034,,,,,,,,,,,,,,,,"",2,0,"Mini_ByeolBam",2260.291,,,6,""
93,SIDE,5,0,0,1,0,0,2,0,1,0,255,17,255,,2262.641,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
94,,6,1,0,1,0,0,0,0,0,0,255,255,255,43,2312.848,"눈꽃",R,45,50,93,1.266,-0.302,0.259,1.672,0.057,1.249,-36.64,13.451,34,66,0,0,211.364,-150,0,0,0,4,1,R,"mungjungh",190,86.732,0.403,,67,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,-37.687,0.035,-17.364,-20.802,-48.217,-15.844,-63.566,22.956,-54.685,10.85,-64.668,40.944,-90.691,-1.086,-110.519,-40.844,-90.591,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2317.33,-0.065,-37.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
95,,6,1,0,1,0,1,0,0,0,0,255,255,255,44,2379.287,"눈꽃",R,27,88,140,1.333,0.773,0.266,1.994,0.537,1.957,-36.64,24.927,90,10,0,2,26.135,-145.191,0,0,0,4,1,R,"mungjungh",190,86.732,0.403,5,67,W,Y,1,2380.366,194,184,89,54,10,145,132,25.134,84.012,0.247,1.261,-19.569,0.31,0,0.484,137.9,569.134,130.655,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.113,-37.674,0.024,-17.192,-21.783,-49.519,-15.591,-63.75,19.765,-48.033,9.683,-64.428,40.907,-90.657,0,-109.85,-40.808,-90.557,0.299,-37.413,,"Pring__",0.033,-17.2,,"Penguin_iDOL",-21.801,-49.491,,"Yaksok~",-16.257,-64.824,,"ByeolBam",19.645,-48.741,,"CoalCat",9.713,-64.36,,"AI",40.9,-90.65,,"AI",0,-109.84,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
96,,6,1,0,1,0,2,0,0,0,0,255,255,255,45,2396.885,"눈꽃",R,13,54,87,-1.367,-0.773,0.282,1.821,0.159,1.692,-36.64,16.767,53,47,0,0,-308.798,312.348,0,0,0,4,1,R,"mungjungh",190,86.732,0.403,,67,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,,,,,,,,,,,,2399.757,4,,578,0,,,,,,,,,,,,,,,,,2399.964,1,-0.036,-37.709,-0.33,-17.238,-21.794,-49.569,-15.572,-63.828,20.343,-48.667,9.036,-64.028,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
97,,6,1,0,1,0,0,1,0,0,0,255,255,255,46,2431.503,"눈꽃",R,13,63,93,-1.825,-0.73,0.193,1.832,-0.038,1.679,-36.64,16.433,57,43,0,4,-330.095,312.348,0,0,0,5,0,R,"HANA_ARASHI",190,90,0.25,,38,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.141,-37.734,-0.1,-17.548,-21.774,-49.499,-14.879,-64.108,23.06,-52.282,10.999,-63.472,40.937,-90.684,0.014,-110.766,-40.837,-90.584,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
98,,6,1,0,1,0,1,1,0,0,0,255,255,255,47,2448.174,"눈꽃",R,10,53,89,-1.388,-0.807,0.077,1.957,-0.606,1.698,-36.64,25.253,70,30,0,2,0,340.29,0,0,0,5,0,R,"HANA_ARASHI",190,90,0.25,3,38,W,Y,1,2449.411,172,100,102,91,48,145,130,27.757,46.266,-0.25,0.771,-20.747,0.58,0,0.697,359.339,-480.19,17.117,2451.196,-77.271,-110.364,,,,,,0,0,,2455.219,2459.832,2465.231,2470.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.163,-37.724,0.068,-17.531,-21.846,-49.46,-14.944,-64.145,23.169,-51.723,10.286,-63.925,40.915,-90.664,0.013,-110.798,-40.815,-90.564,0.139,-37.324,,"Pring__",0.012,-17.62,,"Penguin_iDOL",-21.72,-49.539,,"Yaksok~",-15.369,-65.145,,"_Gosomi",23.138,-51.676,,"CoalCat",10.311,-63.889,,"AI",40.9,-90.65,,"ByeolBam",-0.657,-110.876,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,"",2459.832,2465.231,,0,""
99,,6,1,1,1,0,0,1,0,0,0,255,255,255,48,2496.16,"눈꽃",R,27,84,136,1.03,0.27,0.16,1.791,0.396,1.595,-36.64,7.63,55,45,0,2,33.779,-146.979,0,0,0,0,5,R,"즉석카레",169.6,92.596,0.402,3,38,W,Y,1,2497.174,233,129,100,89,41,145,82,94.912,-11.022,0.193,0.958,-19.928,-0.89,0,0.156,401.32,-414.648,164.347,2500.035,-3.9,-8.086,2500.742,,-3.304,2.396,-8.701,0,0,,,,,,,,,,,,,,,2503.388,0,,450,0,,,,,,,,,,,,,,,,,,,-0.016,-37.698,0.058,-17.532,-21.082,-49.233,-15.305,-63.632,24.261,-51.269,10.719,-63.849,40.929,-90.677,-0.662,-110.748,-40.83,-90.577,0.203,-37.441,,"Pring__",0.062,-17.543,130,"Penguin_iDOL",-21.005,-49.238,,"Yaksok~",-15.819,-64.855,,"_Gosomi",24.288,-51.133,,"CoalCat",10.701,-63.729,,"AI",40.9,-90.65,,"ByeolBam",-1.045,-110.776,,"AI",-40.8,-90.55,,2506.394,0.015,-37.878,2503.397,-3.818,-8.199,,,,,,,,,,,,,,,,,,,,,,,,,2505.252,-2.858,-10.803,,,,,,,,,,,,,,,,,,,,,,"",1,0,"Mini_ByeolBam",,,,68,""
100,,6,1,1,1,0,0,2,0,0,0,255,255,255,49,2522.967,"눈꽃",R,26,90,140,0.458,-0.439,0.202,1.774,0.119,1.194,-36.64,12.382,47,53,0,2,54.155,-150,0,0,0,1,2,R,"うよすま",190,85.375,0.502,3,38,W,Y,1,2523.91,236,96,130,54,7,145,95,-87.443,74.547,0.074,0.713,-19.137,-0.58,0,0.389,-388.928,-412.979,-195.405,2520.555,-0.032,-19.166,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-37.82,0.04,-17.554,-21.415,-48.312,-15.163,-64.051,23.622,-52.522,9.084,-64.429,40.922,-90.67,-0.215,-108.977,-40.822,-90.571,0.267,-37.322,,"Pring__",0.08,-17.633,,"Penguin_iDOL",-21.423,-48.323,,"Yaksok~",-15.66,-64.942,,"_Gosomi",23.552,-52.47,,"CoalCat",9.047,-64.275,,"AI",40.9,-90.65,,"ByeolBam",0.076,-108.219,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
101,,6,1,1,1,0,1,2,0,0,0,255,255,255,50,2545.462,"눈꽃",R,26,89,140,1.338,0.519,0.285,2.03,0.504,1.791,-36.64,26.796,92,8,0,2,51.463,-150,0,0,0,1,2,R,"うよすま",190,85.375,0.502,3,38,W,Y,1,2546.404,104,61,63,10,0,92,67,-18.299,13.62,0.151,0.995,-19.526,-0.82,0,0.29,-418.253,383.346,195.219,2543.196,-0.495,-22.147,2546.436,,-10.647,0.581,-59.125,0,0,,,,,,,,,,,,,,,2551.842,1,,147,16,,,,,,,,,,,,,,,,,,,-0.071,-37.65,0.019,-17.473,-21.842,-48.435,-15.454,-63.618,24.376,-51.878,9.742,-63.903,40.915,-90.664,-0.357,-108.127,-40.815,-90.564,0.296,-37.345,,"Pring__",0.036,-17.476,,"Penguin_iDOL",-21.744,-48.485,,"Yaksok~",-16.003,-64.25,102,"_Gosomi",24.295,-51.803,,"CoalCat",9.715,-63.832,,"AI",40.9,-90.65,,"ByeolBam",-0.342,-108.121,,"AI",-40.8,-90.55,,,,,,,,2551.233,-18.683,-41.217,2549.601,-10.419,-57.998,,,,,,,,,,,,,,,,,,,,,,,,,2550.464,-12.342,-53.262,,,,,,,,,,,,,,,,"",2,0,"Mini_ByeolBam",,,,48,""
102,SIDE,6,1,1,1,0,0,2,0,0,0,255,255,255,,2552.3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
103,,6,0,1,1,0,0,0,0,0,0,255,255,255,40,2598.397,"HANA_ARASHI",R,13,91,126,-4.237,-1.713,0.231,1.814,-1.249,0.98,-36.544,14.426,28,72,0,4,-388.147,315.185,13.287,0,0,4,3,R,"Yaksok~",173.3,80,0.328,,38,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,-37.271,-0.085,-16.968,-19.982,-45.571,-16.799,-61.977,18.128,-50.129,9.449,-64.979,40.915,-90.664,0,-109.86,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
104,,6,0,1,1,1,0,0,0,0,0,255,255,255,41,2617.142,"HANA_ARASHI",R,14,83,121,0.912,-0.905,0.47,1.972,-0.139,1.54,-36.544,34.073,100,0,0,0,321.687,382.776,-5.754,0,0,4,3,R,"Yaksok~",173.3,80,0.328,,38,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-37.321,-0.009,-16.974,-20.922,-46.654,-15.542,-63.346,18.238,-49.966,9.75,-64.417,40.915,-90.664,0,-109.86,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
105,,6,0,1,1,1,1,0,0,0,0,255,255,255,42,2635.492,"HANA_ARASHI",R,13,81,119,-1.886,-0.861,0.423,1.99,-0.359,1.604,-36.544,25.05,81,19,0,4,-284.785,400,8.955,-0.619,-17.007,4,3,R,"Yaksok~",173.3,80,0.328,,38,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,-37.199,-0.192,-16.988,-21.738,-47.353,-15.523,-63.346,19.068,-50.209,9.662,-64.423,40.915,-90.664,0,-109.85,-40.815,-90.564,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
106,,6,0,1,1,2,1,0,0,0,0,255,255,255,43,2654.353,"HANA_ARASHI",R,26,86,140,-0.493,0.202,0.421,1.977,-0.369,1.559,-36.544,29.671,82,18,0,2,103.785,-150,9.484,0,0,4,3,R,"Yaksok~",173.3,80,0.328,3,38,W,Y,1,2655.235,224,141,71,57,25,140,104,91.654,-87.842,-0.125,0.881,-19.05,0.08,0,0.152,454.61,-318.517,227.764,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-37.378,0.03,-17.077,-21.025,-46.745,-15.566,-63.424,19.059,-50.325,10.307,-64.486,40.915,-90.664,0,-109.86,-40.815,-90.564,0.3,-36.719,,"mungjungh",0.026,-17.081,,"うよすま",-20.809,-46.597,,"하루（Haru）",-15.571,-63.421,,"Pugeuk",18.961,-50.19,,"즉석카레",10.298,-64.446,,"AI",40.9,-90.65,,"Kr_Luna",7.15,-16.392,,"AI",-40.8,-90.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
107,,6,0,1,1,2,2,0,0,0,0,255,255,255,44,2669.912,"HANA_ARASHI",R,26,87,140,-1.583,0.869,0.382,2.085,-0.55,1.941,-36.544,32.224,95,5,0,2,-112.717,-150,-19.12,0,0,4,3,R,"Yaksok~",173.3,80,0.328,3,38,W,Y,1,2670.803,121,166,55,63,35,135,94,19.936,34.988,-0.362,1.102,-19.053,0.92,0,0.151,580.998,30.247,146.72,2671.236,-44.56,-80.303,2671.476,8,-42.513,1.707,-77.44,0,0,,,,,,,,,,,,,,,2674.955,4,,456,0,,,,,,,,,,,,,,,,,,,0.037,-37.427,-0.104,-17.048,-22.234,-47.65,-16.561,-62.774,18.614,-50.702,10.23,-65.494,40.907,-90.657,-0.116,-111.395,-40.807,-90.557,0.204,-36.872,,"mungjungh",-0.184,-17.054,,"うよすま",-21.878,-47.667,,"하루（Haru）",-16.569,-62.785,,"Pugeuk",18.641,-50.746,,"즉석카레",11.568,-67.909,102,"AI",40.9,-90.65,,"Kr_Luna",-0.291,-111.452,,"AI",-40.8,-90.55,,2682.244,-1.151,-37.86,,,,,,,,,,,,,2679.088,-0.353,-59.468,,,,,,,,,,,,,,,,,,,,,,,,,2681.365,-0.829,-53.418,,,,,,,,,,"",1,0,"AI",,,,33,""
